Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,State board,NA,Co-Education,NA,Urban,['Smart Classes'],[],['Playground'],[],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab', 'Robotics Lab']",[],[],[],"Ajaz Manzil, Building 12, Street 6, Joga Bai, Opposite Delhi Nihari Hotel, Zakir Nagar, Okhla, South East Delhi, 110025",https://iqrainternationalschool.com/,8744892344,,IQRA International School
Private,CBSE,1982,Co-Education,NA,NA,"['AC Classes', 'Smart Classes']",[],['Library/Reading Room'],['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']",[],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Campus_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Class_Room_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Class_Room_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Playground_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/S_D_Public_Secondary_School_3366_Yoga_1_UA_7.jpg']","Street No.16, B-Block, Bhajanpura, North East Delhi, 110053",sdpublicsecschool@gmail.com,https://sdpublicsecschool.com/,7290022903,S.D Public Secondary School
Private,CBSE,2001,Co-Education,0.2 Acre,Urban,[],[],[],[],[],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Maulana_Azad_Public_School_4364_Classroom_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Maulana_Azad_Public_School_4364_Library_UA_2.jpg']","2/2, Matka Street, Chauhan Banger, Shahdara, 110053",mohsinrais@yahoo.co.in,9811616553,,Maulana Azad Public School
Private,CBSE,1994,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Dance', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/BR_Model_Public_School_4363_Building-UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/BR_Model_Public_School_4363_Dance_UA_2.jpg']","Circular Road, 1st Pusta Road, Sonia Vihar, North East Delhi, 110094",shankysachdeva@gmail.com,http://www.brmpschool.com/,"8506800091,8506800092,9990235085",BR Model Public School
Private,CBSE,2014,Co-Education,NA,Urban,['Smart Classes'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Meals', 'Medical Room']","['Dance', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Elite_international_school_3375_Building_3_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Elite_international_school_3375_Building_1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Elite_international_school_3375_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Elite_international_school_3375_Dance_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Elite_international_school_3375_Dance_UA_5.jpg']","2nd Pusta, Sonia Vihar, North East Delhi, 110094",eliteschooldelhi@gmail.com,http://www.eliteinternationalschool.org,"8744999951,8744999952",Elite international school
Private,NA,2004,Co-Education,NA,Urban,[],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']",['Outdoor Sports'],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/New_Way_Public_School_4377_Building_2_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/New_Way_Public_School_4377_Building_1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/New_Way_Public_School_4377_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/New_Way_Public_School_4377_Classroom_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/New_Way_Public_School_4377_Classroom_UA_5.jpg']","786/7, Fazal Ahmed Chowk, Abdul Hamid Road Joga Bai Extention, Jamia Nagar, Okhla, South East Delhi, 110025",newwayschool2000@gmail.com,http://newwaypublicschool.com/,"8929205558,8929205559",New Way Public School
Private,CBSE,1996,Co-Education,NA,Urban,['Smart Classes'],[],['Library/Reading Room'],[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Computer_Lab_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Indoor_Game_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Picnic_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Gods_Grace_School_3393_Picnic_UA_5.jpg']","Abul Fazal Enclave, D Block, Abu Fazal Enclave, New Friends Colony, South East Delhi, 110025",info@godgraces.org,http://godgraces.org/,"011-26957128,011-26947031",God's Grace School
Private,CBSE,NA,Co-Education,1 Acre,NA,['Smart Classes'],[],['Library/Reading Room'],[],"['Alumni Association', 'Day care', 'Medical Room', 'Transportation']",[],[],['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Building1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Building2_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Activity_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Computerlab_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Entrygate_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shiva_Modern_School_3529_Library_UA_8.jpg']","Khasra No. 70/1, Village Post Office, Daryapur Kalan, North West Delhi, 110039",1992@gmail.com,https://www.shivamodernschool.com/#,9868979107,Shiva Modern School
Private,CBSE,2014,Co-Education,2.5 Acres,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Classroom_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Dance1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Dance_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Event_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Gardening_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Medical_Check_Up_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Sports2_UA_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Sports1_UA_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Savanu_International_School_3530_Sports_UA_10.jpg']","Jindpur, North West Delhi, 110036",sisjindpur@gmail.com,http://savanuinternationalschool.com/,"9210911000,9268611000",Savanu International School
Private,State board,2005,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Transportation'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']","['Outdoor Sports', 'Yoga']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Krishna_Public_School_4365_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Krishna_Public_School_4365_Dance_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Krishna_Public_School_4365_Play_Ground_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Krishna_Public_School_4365_Sports_Day_UA_4.jpg']","Mukhmelpur, North West Delhi, 110036",kpsmpur@gmail.com,http://krishnapublicschool.org/,9971459393,Krishna Public School
Private,CBSE,1989,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Dance', 'Music']","['Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Dance_1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Dance_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Karate_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/New_Convent_Model_Secondary_School_3368_Yoga_UA_6.jpg']","Tukmirpur Road, Biharipur Village, Turkmirpur Extension, Shahdara, 110094",newconventschool@yahoo.co.in,https://www.newconventschool.in/,9811462356,New Convent Model Secondary School
Private,CBSE,1978,Co-Education,NA,Urban,"['AC Classes', 'Smart Classes']",[],"['Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App', 'Student Tracking App']","['Day care', 'Meals', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Activity_2_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Activity_1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Activity_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Computer_Lab_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_March_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Vanasthali_Public_School_3520_Reception_UA_7.jpg']","G-Block, Preet Vihar, East Delhi, 110092",vpsvasundhara@gmail.com,http://www.vanasthalischool.in/,011-22456133,Vanasthali Public School
Private,State board,NA,Co-Education,NA,Urban,['Smart Classes'],[],['Playground'],[],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab', 'Robotics Lab']",[],[],[],"F-104/3, Shaheen Bagh, Okhla, South East Delhi, 110025",https://iqrainternationalschool.com//,8448351417,,IQRA International School
Private,NA,NA,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']",['Outdoor Sports'],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Mir_Public_School_4376_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mir_Public_School_4376_Building_2_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mir_Public_School_4376_Building_UA_3.jpg']","E-Block, Aali Vihar, Sarita Vihar, South East Delhi, 110076",priyaraxwal@gmail.com,http://www.mirpublicschool.com/,9811757486,Mir Public School
Private,CBSE,2005,Co-Education,0.5 Acre,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],[],"['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Green_Meadows_Public_School_3370_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Green_Meadows_Public_School_3370_Activity_1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Green_Meadows_Public_School_3370_Activity_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Green_Meadows_Public_School_3370_Event_UA_4.jpg']","A-1, Lal Bahadur Shashtri Marg, Karawal Nagar Extension, Karawal Nagar Extension, Karawal Nagar, North East Delhi, 110094",greenmeadowssecondaryschool@gmail.com,http://greenmeadowspublicschool.com/,"8802323756,9871905375",Green Meadows Public School
Private,State board,2005,Co-Education,NA,Rural,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],['Computer Lab'],['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Class_Room_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Class_Room_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Sona_Public_School_3373_Dance_UA_3.jpg']","Khasra No 165, Main Road, Chauhan Patti, Karawal Nagar, North East Delhi, 110094",http://www.sonapublic.com/,9810996453,,Sona Public School
Private,State board,NA,Co-Education,NA,NA,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/N_D_Model_Public_School_3372_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/N_D_Model_Public_School_3372_Building_UA_2.png']","A-block, Milan Garden, Sabhapur Extension, Sonia Vihar, North East Delhi, 110090",https://nd-model-public-school.business.site/,9868660345,,N.D. Model Public School
Private,CBSE,2000,Co-Education,3 Acres,NA,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Dance_1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Dance_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Karate_1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Karate_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Music_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Shanti_Niketan_Public_School_3371_Sports_UA_7.jpg']","Block B, Ankur Enclave, Karawal Nagar, North East Delhi, 110090",shantiniketan.ps@gmail.com,http://www.snpschool.net/,"8510800113,8510800116",Shanti Niketan Public School
Private,CBSE,1990,Co-Education,NA,NA,['Smart Classes'],[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/S_K_Payal_Public_School_3394_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/S_K_Payal_Public_School_3394_Computer_Lab_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/S_K_Payal_Public_School_3394_Reading_UA_3.jpg']","E-28/2, Kasana Colony, Budh Vihar Road, Tajpur, Badarpur, South East Delhi, 110044",info@skpayal.in,http://skpayal.com/,"011-64713166,9990997793,9910997793",S.K. Payal Public School
Private,CBSE,2007,Co-Education,NA,NA,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Vatika_Public_School_3408_Class_Room_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Vatika_Public_School_3408_Library_UA_2.jpg']","Saurabh Vihar, Jaitpur Road, Saurabh Vihar, Badarpur, South East Delhi, 110044","vatikapublicschool@gmail.com,care@vatikapublicschool.com",http://www.vatikapublicschool.com/,"011-26668912,9953233989",Vatika Public School
Private,State board,NA,Co-Education,NA,NA,[],[],['Playground'],[],[],"['Art and Craft', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],[],[],['https://images.uniapply.com/uploads/college/image/500/2178/Priya_Adarsh_Public_School_3386_Computer_Lab_UA_1.jpg'],"Sanoli, Mandoli, North East Delhi, 110093",http://www.papsdelhi.com/,9899515049,,Priya Adarsh Public School
